ms_since_epoch,experiment_id,somnox_ax,somnox_ay,somnox_az,somnox_gx,somnox_gy,somnox_gz,time,label
1.7273E+12,124,-0.139371184,-0.09539671,-0.187147097,-20.64483363,-18.05224593,-16.57150772,18180,noise
1.7273E+12,124,-0.135002172,-0.111577244,-0.188421518,-20.69686125,-18.25941163,-16.68364619,18380,noise
1.7273E+12,124,-0.132216122,-0.121790495,-0.187232474,-20.80698517,-18.38104298,-16.91015183,18581,noise
1.7273E+12,124,-0.130027237,-0.125850896,-0.182968542,-21.0482382,-18.29415689,-17.10057888,18779,noise
1.7273E+12,124,-0.128029892,-0.1235269,-0.17532262,-21.37088099,-17.98138938,-17.11320561,18978,noise
1.7273E+12,124,-0.126069998,-0.115027756,-0.164473487,-21.61427051,-17.49775994,-16.89265195,19178,noise
1.7273E+12,124,-0.123955273,-0.101835922,-0.151177634,-21.55870328,-16.93265863,-16.51667346,19378,noise
1.7273E+12,124,-0.12143628,-0.086467656,-0.136593125,-21.1032809,-16.34414189,-16.11292701,19578,noise
1.7273E+12,124,-0.118050548,-0.071224805,-0.121886225,-20.37902766,-15.72395625,-15.74685158,19778,noise
1.7273E+12,124,-0.113131264,-0.05729308,-0.107910708,-19.58130004,-15.06231207,-15.41897376,19979,noise
1.7273E+12,124,-0.106298331,-0.044901071,-0.095166778,-18.77364553,-14.39985955,-15.10476008,20179,noise
1.7273E+12,124,-0.097856011,-0.03400172,-0.083918037,-17.91089952,-13.79515346,-14.76886246,20380,noise
1.7273E+12,124,-0.08855352,-0.024646677,-0.074234516,-16.96571653,-13.29040478,-14.38413051,20580,noise
1.7273E+12,124,-0.079074234,-0.016889756,-0.066012779,-15.99197003,-12.90101541,-13.94977762,20780,noise
1.7273E+12,124,-0.069833406,-0.010612224,-0.059061575,-15.09004123,-12.60940112,-13.48441293,20980,noise
1.7273E+12,124,-0.06107568,-0.005598387,-0.05319976,-14.33332755,-12.37474838,-13.0100045,21182,noise
1.7273E+12,124,-0.053034128,-0.001738027,-0.048291475,-13.73033016,-12.14963506,-12.54499269,21380,noise
1.7273E+12,124,-0.046043627,0.001001166,-0.044199459,-13.23294773,-11.88515871,-12.09765977,21580,noise
1.7273E+12,124,-0.040569277,0.002725351,-0.040740463,-12.76643556,-11.53198293,-11.65679771,21780,noise
1.7273E+12,124,-0.037054325,0.003625808,-0.037729627,-12.26739895,-11.06351199,-11.20099105,21980,noise
1.7273E+12,124,-0.035569397,0.003999555,-0.035015512,-11.69608117,-10.51872228,-10.72782093,22180,noise
1.7273E+12,124,-0.03555434,0.004148154,-0.032458559,-11.03935321,-9.982775743,-10.26014072,22384,noise
1.7273E+12,124,-0.035991566,0.004146329,-0.029953872,-10.34254185,-9.498037814,-9.815963699,22579,noise
1.7273E+12,124,-0.035887728,0.003998747,-0.027437417,-9.686763106,-9.034640633,-9.389915053,22779,noise
1.7273E+12,124,-0.034663664,0.003820563,-0.024842816,-9.099781964,-8.544583801,-8.965860066,22980,noise
1.7273E+12,124,-0.032292381,0.003631539,-0.02213227,-8.551724551,-8.00406462,-8.532070802,23180,noise
1.7273E+12,124,-0.029144785,0.003395792,-0.019339175,-8.035796949,-7.418461434,-8.086564552,23380,noise
1.7273E+12,124,-0.025647788,0.003342818,-0.016525983,-7.589371931,-6.823018536,-7.639813549,23580,noise
1.7273E+12,124,-0.022092752,0.003959509,-0.013747449,-7.247805543,-6.275935194,-7.213610163,23779,noise
1.7273E+12,124,-0.018647661,0.005698361,-0.011025872,-7.009466158,-5.828427224,-6.832324271,23979,noise
1.7273E+12,124,-0.015365391,0.008785164,-0.008319101,-6.83287158,-5.501428935,-6.512405498,24180,noise
1.7273E+12,124,-0.012206491,0.013128317,-0.005558429,-6.663579871,-5.286214939,-6.255107615,24380,noise
1.7273E+12,124,-0.009096341,0.018255138,-0.002713883,-6.464895824,-5.148319806,-6.044467353,24580,noise
1.7273E+12,124,-0.005871847,0.023518144,0.00019457,-6.218231422,-5.031620936,-5.852770819,24780,noise
1.7273E+12,124,-0.002233365,0.028565528,0.003108292,-5.921780273,-4.870981556,-5.651043048,24984,noise
1.7273E+12,124,0.002068712,0.033488434,0.005944939,-5.591443789,-4.615991766,-5.422338219,25179,noise
1.7273E+12,124,0.00704795,0.03838831,0.008659511,-5.234949894,-4.24918603,-5.170065563,25379,noise
1.7273E+12,124,0.01260631,0.043061296,0.01130897,-4.847263438,-3.777275431,-4.914166494,25580,noise
1.7273E+12,124,0.018736468,0.047299323,0.01400358,-4.442783731,-3.21621559,-4.682868356,25779,noise
1.7273E+12,124,0.025536042,0.051233362,0.016775248,-4.06007866,-2.59115154,-4.502367148,25979,noise
1.7273E+12,124,0.033104764,0.055274857,0.019514719,-3.750730081,-1.92391339,-4.382552777,26180,noise
1.7273E+12,124,0.041449054,0.059889256,0.022110923,-3.588666382,-1.214220838,-4.314898553,26379,noise
1.7273E+12,124,0.050539463,0.065190503,0.024630614,-3.631657731,-0.470543678,-4.289393659,26579,noise
1.7273E+12,124,0.060467822,0.070457882,0.027106215,-3.852511103,0.233973412,-4.306326727,26780,noise
1.7273E+12,124,0.07128554,0.074398243,0.029106719,-4.17480635,0.767208449,-4.366580097,26980,noise
1.7273E+12,124,0.08220577,0.076305363,0.029757127,-4.589693667,0.99411267,-4.446105984,27180,noise
1.7273E+12,124,0.091040439,0.076878671,0.028393118,-5.209892837,0.775370086,-4.456252837,27380,noise
1.7273E+12,124,0.095276717,0.077639828,0.025335264,-6.091818608,-0.026478884,-4.211372522,27579,noise
1.7273E+12,124,0.093732661,0.079756089,0.022206374,-6.92903687,-1.374525275,-3.48906958,27779,noise
1.7273E+12,124,0.08700384,0.08417741,0.021570768,-7.183207727,-2.951807132,-2.198204988,27980,noise
1.7273E+12,124,0.077381362,0.092401359,0.02556254,-6.546898912,-4.332572907,-0.477325991,28180,noise
1.7273E+12,124,0.068450465,0.10509433,0.034213394,-4.967133692,-5.140599756,1.323290157,28380,noise
1.7273E+12,124,0.0634077,0.119078871,0.045073712,-2.486192853,-5.166879106,2.676296826,28580,noise
1.7273E+12,124,0.062898421,0.127494363,0.054524096,0.519667047,-4.584421997,3.11380949,28784,noise
1.7273E+12,124,0.064485908,0.125241283,0.060038898,3.178040932,-3.845079629,2.617022539,28980,noise
1.7273E+12,124,0.064530691,0.11328589,0.061578119,4.548111025,-3.245898927,1.603140875,29180,noise
1.7273E+12,124,0.060646485,0.096484943,0.060798038,4.214004918,-2.792262648,0.518227921,29380,noise
1.7273E+12,124,0.052611995,0.079467796,0.0593502,2.366256623,-2.382252809,-0.40630808,29580,noise
1.7273E+12,124,0.041986763,0.065339565,0.058046909,-0.471253281,-1.934679443,-1.11754883,29780,noise
1.7273E+12,124,0.031490562,0.055629577,0.056879454,-3.453111958,-1.438899217,-1.652213834,29982,noise
1.7273E+12,124,0.023843193,0.049508209,0.055227772,-5.358281134,-1.011171891,-2.113307183,30180,noise
1.7273E+12,124,0.02010042,0.043709775,0.052319111,-5.13792131,-0.878408644,-2.680549456,30380,noise
1.7273E+12,124,0.019111047,0.034449989,0.047849497,-2.691586309,-1.25535811,-3.544561486,30580,noise
1.7273E+12,124,0.018737582,0.019211715,0.042294219,1.096660773,-2.223101773,-4.74362325,30780,noise
1.7273E+12,124,0.017304333,-0.002963207,0.036688186,4.896582184,-3.644446448,-6.022629928,30980,noise
1.7273E+12,124,0.014094046,-0.030672747,0.031905166,7.422317614,-5.09523743,-6.821148836,31184,noise
1.7273E+12,124,0.0095692,-0.059016401,0.02786577,7.944983097,-5.987360075,-6.501263055,31379,noise
1.7273E+12,124,0.005461467,-0.081647828,0.023699141,6.601525214,-5.982664148,-4.813572868,31579,noise
1.7273E+12,124,0.003518359,-0.095040993,0.018968413,4.062809035,-5.197921223,-2.12405457,31779,noise
1.7273E+12,124,0.003846434,-0.0995231,0.01400144,1.040611324,-3.907977297,0.922915501,31979,noise
1.7273E+12,124,0.005083507,-0.097184549,0.009043641,-1.860211299,-2.292237386,3.79522157,32179,noise
1.7273E+12,124,0.005966536,-0.090708065,0.004263088,-4.121964628,-0.487801587,6.097891065,32379,noise
1.7273E+12,124,0.006399384,-0.083236652,0.000140512,-5.312269361,1.313650428,7.483014194,32579,noise
1.7273E+12,124,0.006987961,-0.077684653,-0.002900454,-5.230771652,2.833393065,7.72738206,32779,noise
1.7273E+12,124,0.008125671,-0.075445044,-0.004729899,-4.110471436,3.806647625,6.932944794,32980,noise
1.7273E+12,124,0.010015569,-0.076041795,-0.005393791,-2.485413129,4.159663549,5.543437019,33180,noise
1.7273E+12,124,0.012575891,-0.078513996,-0.0050456,-0.848925024,4.001024656,4.062541742,33380,noise
1.7273E+12,124,0.014999266,-0.08236108,-0.003859815,0.474545335,3.496546046,2.803859674,33580,noise
1.7273E+12,124,0.016295874,-0.08689761,-0.002034572,1.317930084,2.837242061,1.874708746,33780,noise
1.7273E+12,124,0.016206003,-0.090747825,0.000122914,1.706256423,2.20535909,1.261807027,33979,noise
1.7273E+12,124,0.015115828,-0.092522725,0.002194415,1.818510866,1.706585158,0.906655225,34180,noise
1.7273E+12,124,0.013393219,-0.091771223,0.003798632,1.840084051,1.373059197,0.746477073,34379,noise
1.7273E+12,124,0.011209053,-0.08906607,0.004836317,1.872603062,1.200019667,0.723980054,34579,noise
1.7273E+12,124,0.00872711,-0.085330324,0.00552682,1.946487503,1.160042635,0.786865835,34779,noise
1.7273E+12,124,0.006133177,-0.081279442,0.006140456,2.055083755,1.214786464,0.889064596,34979,noise
1.7273E+12,124,0.003592094,-0.077426237,0.006793285,2.17871778,1.327553714,0.994686231,35179,noise
1.7273E+12,124,0.00126531,-0.074260095,0.007505322,2.295093822,1.468064355,1.082401114,35379,noise
1.7273E+12,124,-0.000712247,-0.07206693,0.00827525,2.374609753,1.614584967,1.145665711,35580,noise
1.7273E+12,124,-0.002298855,-0.07072417,0.009047125,2.383144374,1.752015921,1.187978996,35780,noise
1.7273E+12,124,-0.003537437,-0.069827668,0.009760484,2.296664049,1.871455735,1.216645858,35980,noise
1.7273E+12,124,-0.004462197,-0.068752574,0.010437845,2.109150063,1.974396884,1.237001276,36180,noise
1.7273E+12,124,-0.004999747,-0.066697641,0.011106539,1.84429742,2.065872312,1.250413294,36379,noise
1.7273E+12,124,-0.00496692,-0.063126477,0.01168696,1.569038489,2.138994729,1.257243697,36581,noise
1.7273E+12,124,-0.004253885,-0.058167349,0.012048282,1.368721577,2.178279054,1.258691073,36780,noise
1.7273E+12,124,-0.003067591,-0.052420201,0.012095461,1.290948163,2.180422244,1.255811004,36980,noise
1.7273E+12,124,-0.001934563,-0.046519065,0.011757097,1.323285275,2.155058455,1.250009107,37180,noise
1.7273E+12,124,-0.001329809,-0.040951819,0.01104013,1.420867804,2.109234683,1.243584601,37380,noise
1.7273E+12,124,-0.001314856,-0.036066222,0.01011512,1.534710518,2.050410512,1.23813931,37579,noise
1.7273E+12,124,-0.001604154,-0.032042007,0.00921636,1.623573254,1.994444592,1.233727161,37780,noise
1.7273E+12,124,-0.001849432,-0.028832592,0.008502203,1.666994747,1.956870839,1.228689027,37980,noise
1.7273E+12,124,-0.001820983,-0.02618579,0.008027984,1.6743275,1.940696145,1.219035573,38180,noise
1.7273E+12,124,-0.001451191,-0.023790894,0.007732078,1.671328517,1.932956818,1.200723905,38380,noise
1.7273E+12,124,-0.000807382,-0.021431357,0.007486919,1.673886059,1.913864334,1.173668808,38580,noise
1.7273E+12,124,-6.92E-05,-0.019027893,0.007238099,1.679131233,1.872250832,1.142164877,38779,noise
1.7273E+12,124,0.000540793,-0.016591475,0.007033015,1.675016745,1.81070059,1.112136218,38979,noise
1.7273E+12,124,0.000872518,-0.014151551,0.006935875,1.653832513,1.738642962,1.087544323,39180,noise
1.7273E+12,124,0.000890583,-0.011760171,0.006969975,1.62304065,1.663584716,1.067953153,39380,noise
1.7273E+12,124,0.000646869,-0.009526232,0.007105436,1.599516375,1.587813238,1.049946135,39580,noise
1.7273E+12,124,0.000257027,-0.007567104,0.007267408,1.596307969,1.512173704,1.030335191,39780,noise
1.7273E+12,124,-0.000131947,-0.005964559,0.007349809,1.62119331,1.44052677,1.007380508,39979,noise
1.7273E+12,124,-0.00042027,-0.004748422,0.007265327,1.671880821,1.378464839,0.981003383,40976,noise
1.7273E+12,124,-0.000598271,-0.003877073,0.007010226,1.728846267,1.329250183,0.953051317,40986,noise
1.7273E+12,124,-0.000685581,-0.003284139,0.006654222,1.765865623,1.292742676,0.926568165,40996,noise
1.7273E+12,124,-0.000667261,-0.002929211,0.006284872,1.764676109,1.266020098,0.904623242,41007,noise
1.7273E+12,124,-0.000516911,-0.002769403,0.005974285,1.719171736,1.243631668,0.888659218,41017,noise
1.7273E+12,124,-0.000264464,-0.002716221,0.005760714,1.634725751,1.219119146,0.876077949,41179,noise
1.7273E+12,124,-2.17E-05,-0.002653195,0.005636895,1.524867199,1.188076922,0.859345284,41380,noise
1.7273E+12,124,8.89E-05,-0.002498269,0.005566261,1.406284642,1.150055221,0.828494946,42271,noise
1.7273E+12,124,4.06E-05,-0.002213467,0.005528902,1.294641123,1.106464272,0.776233032,42282,noise
1.7273E+12,124,-0.000103406,-0.001780752,0.005506807,1.202497302,1.056495433,0.701897297,42293,noise
1.7273E+12,124,-0.000297731,-0.001254929,0.005407817,1.139861487,0.995673306,0.610652864,42304,noise
1.7273E+12,124,-0.000550375,-0.000782574,0.00514997,1.113150168,0.918249598,0.510189362,42384,noise
1.7273E+12,124,-0.000850081,-0.00047248,0.004874302,1.121071184,0.821361607,0.410595782,42579,noise
1.7273E+12,124,-0.001111959,-0.000292237,0.004902211,1.152509446,0.70838303,0.328442832,42780,noise
1.7273E+12,124,-0.001231828,-0.000130392,0.005418729,1.189065371,0.590217139,0.285155581,42980,noise
1.7273E+12,124,-0.00119812,6.82E-05,0.006282409,1.213669628,0.485076757,0.291282708,43180,noise
1.7273E+12,124,-0.001117527,0.000239882,0.007074888,1.220319883,0.415135799,0.334897669,43380,noise
1.7273E+12,124,-0.001139879,0.000231211,0.007292234,1.214087669,0.396422008,0.392106996,43584,noise
1.7273E+12,124,-0.001353205,-0.000154277,0.006699245,1.204117693,0.428834072,0.442703352,43779,noise
1.7273E+12,124,-0.001680031,-0.001067244,0.00553938,1.19670837,0.496926004,0.475066751,43980,noise
1.7273E+12,124,-0.001924943,-0.002470364,0.004287413,1.189496277,0.579199101,0.485538302,44180,noise
1.7273E+12,124,-0.001969484,-0.004102965,0.003304957,1.170550651,0.657014426,0.476329944,44380,noise
1.7273E+12,124,-0.001825967,-0.005601763,0.00273804,1.122685128,0.717537451,0.453113516,44580,noise
1.7273E+12,124,-0.001535244,-0.006628549,0.002544888,1.029751583,0.752895173,0.423377756,44780,noise
1.7273E+12,124,-0.00113119,-0.006938666,0.002568321,0.884078377,0.760320261,0.39473228,44979,noise
1.7273E+12,124,-0.000679645,-0.006429042,0.002644418,0.693753737,0.742794941,0.372887232,45180,noise
1.7273E+12,124,-0.000279588,-0.005164202,0.002672583,0.483320455,0.707018671,0.359994391,45380,noise
1.7273E+12,124,-1.98E-05,-0.00334842,0.002613992,0.283526127,0.660135026,0.354539718,45580,noise
1.7273E+12,124,4.06E-05,-0.001246556,0.002467672,0.119522088,0.609602077,0.352912029,45780,noise
1.7273E+12,124,-0.000141326,0.00090841,0.002256877,0.005510168,0.56276755,0.351352425,45980,noise
1.7273E+12,124,-0.000579634,0.00296922,0.002011531,-0.057102641,0.523027723,0.347147517,46180,noise
1.7273E+12,124,-0.001217299,0.004868126,0.001744172,-0.077124088,0.488382198,0.338797162,46380,noise
1.7273E+12,124,-0.001894585,0.006590312,0.001448469,-0.065561589,0.454510093,0.325682641,46580,noise
1.7273E+12,124,-0.002317399,0.008152018,0.00112921,-0.03283536,0.418172266,0.308021133,46780,noise
1.7273E+12,124,-0.002122081,0.009570773,0.000823439,0.005764353,0.37849859,0.287268976,46980,noise
1.7273E+12,124,-0.001161275,0.010851859,0.000582158,0.031774919,0.336957084,0.265847134,47180,noise
1.7273E+12,124,0.000278037,0.012016596,0.000437564,0.034555302,0.296984343,0.245924852,47384,noise
1.7273E+12,124,0.001667708,0.01312234,0.000387831,0.015734014,0.262646561,0.228624772,47579,noise
1.7273E+12,124,0.002578168,0.014230373,0.000399279,-0.015474387,0.236817564,0.213811556,47780,noise
1.7273E+12,124,0.002810022,0.015359606,0.000419559,-0.048276052,0.220112518,0.200160832,47980,noise
1.7273E+12,124,0.002376685,0.01647463,0.000402236,-0.075719336,0.210363467,0.186147686,48180,noise
1.7273E+12,124,0.001478652,0.017514663,0.000324237,-0.097372937,0.203108913,0.171487998,48380,noise
1.7273E+12,124,0.000493249,0.018437295,0.000165446,-0.116153565,0.1941473,0.157151994,48584,noise
1.7273E+12,124,-0.000142314,0.019247594,-0.000118047,-0.133495506,0.182601727,0.143803764,48779,noise
1.7273E+12,124,-0.000231313,0.020002498,-0.000573192,-0.148846261,0.17052505,0.131359076,48979,noise
1.7273E+12,124,2.28E-05,0.020799212,-0.001215971,-0.162512727,0.159584996,0.120389039,49179,noise
1.7273E+12,124,0.00023221,0.021752122,-0.002022738,-0.177553449,0.150440233,0.112358621,49379,noise
